.id,crash_date,crash_time,severity
78609,11/10/2024,13:00:00,No injuries
78610,11/10/2024,23:09:00,Injured
78611,11/10/2024,09:20:00,No injuries
78612,11/10/2024,20:21:00,Injured
78613,11/10/2024,16:30:00,Injured
78614,11/10/2024,12:00:00,No injuries
78615,11/10/2024,22:25:00,Injured
78616,11/10/2024,10:30:00,No injuries
78617,11/10/2024,16:46:00,No injuries
78618,11/10/2024,18:08:00,No injuries
78619,11/10/2024,07:10:00,No injuries
78620,11/10/2024,10:00:00,Injured
78621,11/10/2024,18:31:00,No injuries
78622,11/10/2024,19:36:00,Injured
78623,11/10/2024,05:25:00,Injured
78624,11/10/2024,19:00:00,No injuries
78625,11/10/2024,02:24:00,Injured
78626,11/10/2024,01:06:00,No injuries
78627,11/10/2024,09:30:00,No injuries
78628,11/10/2024,22:08:00,Injured
78629,11/10/2024,15:34:00,No injuries
78630,11/10/2024,14:50:00,No injuries
78631,11/10/2024,10:44:00,Injured
78632,11/10/2024,02:48:00,No injuries
78633,11/10/2024,06:25:00,Injured
78634,11/10/2024,00:00:00,No injuries
78635,11/10/2024,17:22:00,Injured
78636,11/10/2024,15:35:00,No injuries
78637,11/10/2024,19:11:00,Injured
78638,11/10/2024,02:11:00,Injured
78639,11/10/2024,03:33:00,No injuries
78640,11/10/2024,17:49:00,Injured
78641,11/10/2024,11:39:00,No injuries
78642,11/10/2024,23:23:00,Injured
78643,11/10/2024,18:00:00,No injuries
78644,11/10/2024,05:33:00,No injuries
78645,11/10/2024,18:20:00,Injured
78646,11/10/2024,04:43:00,No injuries
78647,11/10/2024,05:40:00,No injuries
78648,11/10/2024,11:20:00,No injuries
78649,11/10/2024,22:40:00,No injuries
78650,11/10/2024,04:03:00,No injuries
78651,11/10/2024,06:53:00,No injuries
78652,11/10/2024,09:06:00,No injuries
78653,11/10/2024,14:52:00,Injured
78654,11/10/2024,18:58:00,Injured
78655,11/10/2024,02:21:00,No injuries
78656,11/10/2024,22:19:00,Injured
78657,11/10/2024,23:10:00,Injured
78658,11/10/2024,11:57:00,Injured
78659,11/10/2024,09:20:00,Injured
78660,11/10/2024,09:32:00,No injuries
78661,11/10/2024,21:06:00,Injured
78662,11/10/2024,00:23:00,Injured
78663,11/10/2024,01:00:00,No injuries
78664,11/10/2024,18:34:00,Injured
78665,11/10/2024,13:30:00,Injured
78666,11/10/2024,20:47:00,Injured
78667,11/10/2024,19:14:00,Injured
78668,11/10/2024,07:09:00,Injured
78669,11/10/2024,17:22:00,Injured
78670,11/10/2024,02:25:00,No injuries
78671,11/10/2024,03:15:00,No injuries
78672,11/10/2024,10:06:00,No injuries
78673,11/10/2024,09:18:00,Injured
78674,11/10/2024,01:13:00,Injured
78675,11/10/2024,14:30:00,No injuries
78676,11/10/2024,00:25:00,No injuries
78677,11/10/2024,19:02:00,No injuries
78678,11/10/2024,19:45:00,No injuries
78679,11/10/2024,08:30:00,No injuries
78680,11/10/2024,07:50:00,No injuries
78681,11/10/2024,11:20:00,Injured
78682,11/10/2024,19:00:00,No injuries
78683,11/10/2024,16:20:00,Injured
78684,11/10/2024,04:00:00,No injuries
78685,11/10/2024,20:51:00,No injuries
78686,11/10/2024,23:00:00,No injuries
78687,11/10/2024,20:10:00,No injuries
78688,11/10/2024,10:10:00,Injured
78689,11/10/2024,08:10:00,Injured
78690,11/10/2024,17:00:00,Injured
78691,11/10/2024,22:05:00,No injuries
78692,11/10/2024,00:43:00,No injuries
78693,11/10/2024,22:00:00,No injuries
78694,11/10/2024,21:39:00,No injuries
78695,11/10/2024,00:53:00,No injuries
78696,11/10/2024,13:45:00,Injured
78697,11/10/2024,20:13:00,Injured
78698,11/10/2024,13:15:00,Injured
78699,11/10/2024,01:00:00,No injuries
78700,11/10/2024,14:30:00,No injuries
78701,11/10/2024,17:35:00,No injuries
78702,11/10/2024,01:35:00,No injuries
78703,11/10/2024,16:14:00,No injuries
78704,11/10/2024,06:15:00,No injuries
78705,11/10/2024,17:12:00,No injuries
78706,11/10/2024,02:16:00,No injuries
78707,11/10/2024,12:00:00,Injured
78708,11/10/2024,08:51:00,Injured
78709,11/10/2024,08:46:00,No injuries
78710,11/10/2024,23:00:00,No injuries
78711,11/10/2024,14:38:00,No injuries
78712,11/10/2024,21:35:00,Injured
78713,11/10/2024,22:00:00,No injuries
78714,11/10/2024,14:20:00,Injured
78715,11/10/2024,17:41:00,No injuries
78716,11/10/2024,14:04:00,No injuries
78717,11/10/2024,15:30:00,No injuries
78718,11/10/2024,17:00:00,Injured
78719,11/10/2024,17:02:00,Injured
78720,11/10/2024,03:12:00,No injuries
78721,11/10/2024,01:53:00,No injuries
78722,11/10/2024,06:45:00,No injuries
78723,11/10/2024,19:05:00,Injured
78724,11/10/2024,23:10:00,No injuries
78725,11/10/2024,21:00:00,Injured
78726,11/10/2024,23:19:00,No injuries
78727,11/10/2024,04:02:00,No injuries
78728,11/10/2024,05:35:00,Injured
78729,11/10/2024,13:50:00,No injuries
78730,11/10/2024,20:48:00,No injuries
78731,11/10/2024,13:50:00,No injuries
78732,11/10/2024,04:00:00,No injuries
78733,11/10/2024,09:18:00,No injuries
78734,11/10/2024,19:10:00,Injured
78735,11/10/2024,08:11:00,Injured
78736,11/10/2024,19:29:00,Injured
78737,11/10/2024,12:25:00,No injuries
78738,11/10/2024,17:00:00,Injured
78739,11/10/2024,02:45:00,Injured
78740,11/10/2024,10:48:00,No injuries
78741,11/10/2024,16:35:00,No injuries
78742,11/10/2024,18:30:00,No injuries
78743,11/10/2024,03:00:00,Injured
78744,11/10/2024,08:19:00,No injuries
78745,11/10/2024,15:30:00,No injuries
78746,11/10/2024,22:26:00,Injured
78747,11/10/2024,00:10:00,No injuries
78748,11/10/2024,21:30:00,Injured
78749,11/10/2024,17:57:00,No injuries
78750,11/10/2024,00:00:00,No injuries
78751,11/10/2024,20:30:00,Injured
78752,11/10/2024,10:20:00,No injuries
78753,11/10/2024,17:30:00,Injured
78754,11/10/2024,12:30:00,No injuries
78755,11/10/2024,23:59:00,No injuries
78756,11/10/2024,17:50:00,Injured
78757,11/10/2024,20:00:00,No injuries
78758,11/10/2024,18:49:00,Injured
78759,11/10/2024,01:30:00,No injuries
78760,11/10/2024,22:00:00,Injured
78761,11/10/2024,21:18:00,Injured
78762,11/11/2024,01:10:00,Injured
78763,11/11/2024,03:30:00,No injuries
78764,11/11/2024,16:53:00,No injuries
78765,11/11/2024,00:00:00,No injuries
78766,11/11/2024,13:45:00,No injuries
78767,11/11/2024,01:08:00,Injured
78768,11/11/2024,00:49:00,Injured
78769,11/11/2024,13:00:00,Injured
78770,11/11/2024,18:40:00,Injured
78771,11/11/2024,20:44:00,No injuries
78772,11/11/2024,09:15:00,No injuries
78773,11/11/2024,13:12:00,No injuries
78774,11/11/2024,08:00:00,No injuries
78775,11/11/2024,17:13:00,No injuries
78776,11/11/2024,04:07:00,No injuries
78777,11/11/2024,10:00:00,No injuries
78778,11/11/2024,13:00:00,No injuries
78779,11/11/2024,02:30:00,Injured
78780,11/11/2024,23:20:00,No injuries
78781,11/11/2024,04:08:00,No injuries
78782,11/11/2024,17:22:00,No injuries
78783,11/11/2024,12:46:00,Injured
78784,11/11/2024,05:05:00,Injured
78785,11/11/2024,10:29:00,Injured
78786,11/11/2024,06:40:00,Injured
78787,11/11/2024,14:00:00,No injuries
78788,11/11/2024,12:32:00,No injuries
78789,11/11/2024,16:46:00,Injured
78790,11/11/2024,00:45:00,No injuries
78791,11/11/2024,10:26:00,Injured
78792,11/11/2024,04:51:00,No injuries
78793,11/11/2024,09:49:00,No injuries
78794,11/11/2024,09:50:00,Injured
78795,11/11/2024,19:00:00,No injuries
78796,11/11/2024,01:00:00,No injuries
78797,11/11/2024,13:45:00,No injuries
78798,11/11/2024,16:32:00,No injuries
78799,11/11/2024,09:30:00,No injuries
78800,11/11/2024,08:45:00,Injured
78801,11/11/2024,14:31:00,No injuries
78802,11/11/2024,18:12:00,Injured
78803,11/11/2024,16:05:00,Injured
78804,11/11/2024,00:31:00,Injured
78805,11/11/2024,00:00:00,Injured
78806,11/11/2024,23:23:00,No injuries
78807,11/11/2024,04:00:00,No injuries
78808,11/11/2024,21:47:00,Injured
78809,11/11/2024,19:09:00,No injuries
78810,11/11/2024,15:52:00,No injuries
78811,11/11/2024,00:10:00,Injured
78812,11/11/2024,10:20:00,Injured
78813,11/11/2024,12:02:00,Injured
78814,11/11/2024,12:05:00,Injured
78815,11/11/2024,16:30:00,No injuries
78816,11/11/2024,15:00:00,No injuries
78817,11/11/2024,02:36:00,Injured
78818,11/11/2024,16:59:00,No injuries
78819,11/11/2024,03:20:00,No injuries
78820,11/11/2024,12:50:00,No injuries
78821,11/11/2024,05:47:00,No injuries
78822,11/11/2024,07:15:00,Injured
78823,11/11/2024,11:59:00,Injured
78824,11/11/2024,22:35:00,Injured
78825,11/11/2024,10:15:00,No injuries
78826,11/11/2024,14:45:00,No injuries
78827,11/11/2024,09:00:00,No injuries
78828,11/11/2024,08:00:00,Injured
78829,11/11/2024,07:30:00,No injuries
78830,11/11/2024,17:34:00,No injuries
78831,11/11/2024,02:31:00,No injuries
78832,11/11/2024,06:31:00,No injuries
78833,11/11/2024,08:53:00,Injured
78834,11/11/2024,15:10:00,Injured
78835,11/11/2024,17:58:00,Injured
78836,11/11/2024,02:30:00,No injuries
78837,11/11/2024,17:05:00,No injuries
78838,11/11/2024,16:30:00,No injuries
78839,11/11/2024,22:03:00,No injuries
78840,11/11/2024,22:30:00,No injuries
78841,11/11/2024,11:00:00,No injuries
78842,11/11/2024,19:33:00,Injured
78843,11/11/2024,13:43:00,No injuries
78844,11/11/2024,18:28:00,Injured
78845,11/11/2024,00:37:00,No injuries
78846,11/11/2024,07:12:00,Injured
78847,11/11/2024,14:16:00,No injuries
78848,11/11/2024,10:00:00,Injured
78849,11/11/2024,00:00:00,No injuries
78850,11/11/2024,08:32:00,Injured
78851,11/11/2024,17:47:00,Injured
78852,11/11/2024,08:10:00,No injuries
78853,11/11/2024,16:15:00,No injuries
78854,11/11/2024,18:20:00,Injured
78855,11/11/2024,03:17:00,No injuries
78856,11/11/2024,09:22:00,Injured
78857,11/11/2024,11:25:00,Injured
78858,11/11/2024,18:00:00,No injuries
78859,11/11/2024,06:05:00,Injured
78860,11/11/2024,15:51:00,Injured
78861,11/11/2024,08:30:00,No injuries
78862,11/11/2024,15:25:00,No injuries
78863,11/11/2024,11:53:00,No injuries
78864,11/11/2024,16:45:00,Injured
78865,11/11/2024,07:36:00,No injuries
78866,11/11/2024,20:00:00,No injuries
78867,11/11/2024,09:30:00,No injuries
78868,11/11/2024,13:57:00,Injured
78869,11/11/2024,12:20:00,Injured
78870,11/11/2024,11:52:00,No injuries
78871,11/11/2024,07:04:00,Injured
78872,11/11/2024,18:00:00,No injuries
78873,11/11/2024,18:00:00,Injured
78874,11/11/2024,22:14:00,No injuries
78875,11/11/2024,12:50:00,No injuries
78876,11/11/2024,11:20:00,No injuries
78877,11/11/2024,11:50:00,No injuries
78878,11/11/2024,06:44:00,Injured
78879,11/11/2024,22:39:00,Injured
78880,11/11/2024,04:37:00,Injured
78881,11/11/2024,06:11:00,No injuries
78882,11/11/2024,10:38:00,Injured
78883,11/11/2024,21:30:00,No injuries
78884,11/11/2024,23:57:00,Injured
78885,11/11/2024,10:00:00,Injured
78886,11/11/2024,02:47:00,Injured
78887,11/11/2024,16:40:00,No injuries
78888,11/11/2024,14:46:00,Injured
78889,11/11/2024,17:30:00,No injuries
78890,11/11/2024,22:26:00,Injured
78891,11/11/2024,09:00:00,Injured
78892,11/11/2024,03:00:00,No injuries
78893,11/11/2024,18:03:00,Injured
78894,11/11/2024,19:53:00,Injured
78895,11/11/2024,20:02:00,Injured
78896,11/11/2024,17:30:00,No injuries
78897,11/11/2024,16:20:00,No injuries
78898,11/11/2024,09:30:00,No injuries
78899,11/11/2024,16:25:00,No injuries
78900,11/11/2024,15:50:00,No injuries
78901,11/11/2024,11:45:00,Injured
78902,11/11/2024,14:25:00,Injured
78903,11/11/2024,21:05:00,Injured
78904,11/11/2024,09:30:00,Injured
78905,11/11/2024,20:00:00,No injuries
78906,11/11/2024,08:20:00,Injured
78907,11/11/2024,18:03:00,No injuries
78908,11/11/2024,11:38:00,No injuries
78909,11/11/2024,23:45:00,No injuries
78910,11/11/2024,21:27:00,Injured
78911,11/11/2024,18:45:00,Injured
78912,11/11/2024,00:00:00,No injuries
78913,11/11/2024,12:06:00,No injuries
78914,11/11/2024,11:00:00,No injuries
78915,11/11/2024,17:15:00,Injured
78916,11/11/2024,21:40:00,No injuries
78917,11/11/2024,22:50:00,Injured
78918,11/11/2024,10:05:00,No injuries
78919,11/11/2024,16:25:00,No injuries
78920,11/11/2024,10:52:00,No injuries
78921,11/11/2024,10:55:00,Injured
78922,11/11/2024,14:30:00,No injuries
78923,11/11/2024,15:55:00,No injuries
78924,11/11/2024,20:47:00,No injuries
78925,11/11/2024,15:00:00,No injuries
78926,11/11/2024,15:15:00,No injuries
78927,11/11/2024,18:54:00,No injuries
78928,11/11/2024,05:33:00,No injuries
78929,11/11/2024,14:22:00,Injured
78930,11/11/2024,15:15:00,No injuries
78931,11/11/2024,19:00:00,No injuries
78932,11/11/2024,20:00:00,No injuries
78933,11/11/2024,19:00:00,No injuries
78934,11/11/2024,14:02:00,Injured
78935,11/11/2024,21:44:00,No injuries
78936,11/11/2024,21:00:00,No injuries
78937,11/11/2024,18:50:00,No injuries
78938,11/11/2024,15:25:00,Injured
78939,11/11/2024,15:37:00,No injuries
78940,11/11/2024,13:05:00,Injured
78941,11/11/2024,09:34:00,Injured
78942,11/11/2024,22:00:00,No injuries
78943,11/11/2024,14:07:00,No injuries
78944,11/11/2024,16:00:00,No injuries
78945,11/11/2024,17:10:00,Injured
78946,11/11/2024,07:20:00,No injuries
78947,11/11/2024,22:30:00,Injured
78948,11/11/2024,17:56:00,No injuries
78949,11/11/2024,22:53:00,No injuries
78950,11/11/2024,18:12:00,Injured
78951,11/11/2024,20:28:00,Injured
78952,11/11/2024,16:53:00,No injuries
78953,11/11/2024,17:30:00,No injuries
78954,11/11/2024,09:30:00,Injured
78955,11/11/2024,08:45:00,Injured
78956,11/11/2024,00:00:00,No injuries
78957,11/11/2024,12:50:00,No injuries
78958,11/11/2024,09:13:00,Injured
78959,11/11/2024,16:38:00,No injuries
78960,11/11/2024,19:05:00,No injuries
78961,11/11/2024,20:00:00,No injuries
78962,11/12/2024,03:58:00,Injured
78963,11/12/2024,07:35:00,Injured
78964,11/12/2024,18:32:00,Injured
78965,11/12/2024,16:53:00,No injuries
78966,11/12/2024,11:19:00,Injured
78967,11/12/2024,15:13:00,No injuries
78968,11/12/2024,11:32:00,Injured
78969,11/12/2024,15:52:00,Injured
78970,11/12/2024,05:00:00,No injuries
78971,11/12/2024,17:00:00,Injured
78972,11/12/2024,12:00:00,No injuries
78973,11/12/2024,09:08:00,No injuries
78974,11/12/2024,17:45:00,No injuries
78975,11/12/2024,12:30:00,No injuries
78976,11/12/2024,21:21:00,No injuries
78977,11/12/2024,10:14:00,No injuries
78978,11/12/2024,11:22:00,Injured
78979,11/12/2024,12:35:00,No injuries
78980,11/12/2024,07:50:00,Injured
78981,11/12/2024,15:30:00,No injuries
78982,11/12/2024,07:00:00,No injuries
78983,11/12/2024,13:45:00,No injuries
78984,11/12/2024,12:30:00,Injured
78985,11/12/2024,12:41:00,Injured
78986,11/12/2024,16:00:00,No injuries
78987,11/12/2024,00:10:00,No injuries
78988,11/12/2024,09:20:00,Injured
78989,11/12/2024,21:04:00,Injured
78990,11/12/2024,19:30:00,No injuries
78991,11/12/2024,10:30:00,No injuries
78992,11/12/2024,17:20:00,No injuries
78993,11/12/2024,07:50:00,Injured
78994,11/12/2024,12:50:00,No injuries
78995,11/12/2024,17:05:00,No injuries
78996,11/12/2024,15:30:00,Injured
78997,11/12/2024,09:11:00,No injuries
78998,11/12/2024,09:00:00,No injuries
78999,11/12/2024,14:00:00,Injured
79000,11/12/2024,17:00:00,No injuries
79001,11/12/2024,07:17:00,No injuries
79002,11/12/2024,16:48:00,No injuries
79003,11/12/2024,17:08:00,No injuries
79004,11/12/2024,23:15:00,No injuries
79005,11/12/2024,02:15:00,No injuries
79006,11/12/2024,20:20:00,Injured
79007,11/12/2024,06:50:00,Injured
79008,11/12/2024,14:20:00,No injuries
79009,11/12/2024,14:02:00,Injured
79010,11/12/2024,09:57:00,Injured
79011,11/12/2024,15:31:00,Injured
79012,11/12/2024,12:14:00,Injured
79013,11/12/2024,07:15:00,No injuries
79014,11/12/2024,13:30:00,No injuries
79015,11/12/2024,20:10:00,Injured
79016,11/12/2024,09:20:00,Injured
79017,11/12/2024,16:01:00,No injuries
79018,11/12/2024,07:09:00,No injuries
79019,11/12/2024,07:30:00,No injuries
79020,11/12/2024,19:44:00,Injured
79021,11/12/2024,13:00:00,No injuries
79022,11/12/2024,09:00:00,No injuries
79023,11/12/2024,11:45:00,Injured
79024,11/12/2024,03:38:00,No injuries
79025,11/12/2024,09:40:00,Injured
79026,11/12/2024,19:28:00,No injuries
79027,11/12/2024,13:58:00,Injured
79028,11/12/2024,12:40:00,No injuries
79029,11/12/2024,17:30:00,Injured
79030,11/12/2024,17:17:00,Injured
79031,11/12/2024,09:27:00,No injuries
79032,11/12/2024,18:15:00,Injured
79033,11/12/2024,15:27:00,Injured
79034,11/12/2024,18:46:00,No injuries
79035,11/12/2024,04:30:00,No injuries
79036,11/12/2024,17:07:00,No injuries
79037,11/12/2024,23:59:00,Injured
79038,11/12/2024,03:30:00,No injuries
79039,11/12/2024,14:50:00,No injuries
79040,11/12/2024,10:50:00,Injured
79041,11/12/2024,05:15:00,No injuries
79042,11/12/2024,11:22:00,No injuries
79043,11/12/2024,10:39:00,No injuries
79044,11/12/2024,14:18:00,Injured
79045,11/12/2024,10:38:00,No injuries
79046,11/12/2024,07:45:00,No injuries
79047,11/12/2024,14:09:00,No injuries
79048,11/12/2024,10:45:00,Injured
79049,11/12/2024,06:47:00,Injured
79050,11/12/2024,19:49:00,Injured
79051,11/12/2024,07:52:00,Injured
79052,11/12/2024,16:33:00,No injuries
79053,11/12/2024,21:53:00,Injured
79054,11/12/2024,13:30:00,Injured
79055,11/12/2024,15:49:00,Injured
79056,11/12/2024,13:20:00,Injured
79057,11/12/2024,09:25:00,Injured
79058,11/12/2024,12:00:00,No injuries
79059,11/12/2024,09:41:00,Injured
79060,11/12/2024,17:40:00,Injured
79061,11/12/2024,10:20:00,No injuries
79062,11/12/2024,18:20:00,No injuries
79063,11/12/2024,17:15:00,No injuries
79064,11/12/2024,11:30:00,No injuries
79065,11/12/2024,09:10:00,No injuries
79066,11/12/2024,02:10:00,No injuries
79067,11/12/2024,15:35:00,Injured
79068,11/12/2024,20:40:00,Injured
79069,11/12/2024,13:12:00,No injuries
79070,11/12/2024,16:20:00,No injuries
79071,11/12/2024,03:13:00,Injured
79072,11/12/2024,15:00:00,Injured
79073,11/12/2024,12:20:00,No injuries
79074,11/12/2024,14:15:00,Injured
79075,11/12/2024,17:56:00,Injured
79076,11/12/2024,19:40:00,Injured
79077,11/12/2024,07:44:00,No injuries
79078,11/12/2024,16:00:00,Injured
79079,11/12/2024,14:10:00,Injured
79080,11/12/2024,17:30:00,Injured
79081,11/12/2024,09:00:00,Injured
79082,11/12/2024,16:18:00,No injuries
79083,11/12/2024,19:25:00,No injuries
79084,11/12/2024,00:16:00,No injuries
79085,11/12/2024,13:00:00,No injuries
79086,11/12/2024,00:07:00,No injuries
79087,11/12/2024,15:16:00,No injuries
79088,11/12/2024,18:13:00,No injuries
79089,11/12/2024,00:58:00,Injured
79090,11/12/2024,19:30:00,No injuries
79091,11/12/2024,01:19:00,No injuries
79092,11/12/2024,12:08:00,No injuries
79093,11/12/2024,08:35:00,Injured
79094,11/12/2024,19:00:00,No injuries
79095,11/12/2024,15:53:00,No injuries
79096,11/12/2024,15:00:00,Injured
79097,11/12/2024,20:08:00,No injuries
79098,11/12/2024,07:30:00,No injuries
79099,11/12/2024,00:36:00,Injured
79100,11/12/2024,02:10:00,No injuries
79101,11/12/2024,10:23:00,Injured
79102,11/12/2024,07:30:00,No injuries
79103,11/12/2024,16:00:00,Injured
79104,11/12/2024,07:47:00,Injured
79105,11/12/2024,14:50:00,No injuries
79106,11/12/2024,07:57:00,No injuries
79107,11/12/2024,18:40:00,Injured
79108,11/12/2024,13:20:00,Injured
79109,11/12/2024,19:19:00,No injuries
79110,11/12/2024,15:07:00,No injuries
79111,11/12/2024,09:43:00,No injuries
79112,11/12/2024,07:30:00,No injuries
79113,11/12/2024,18:30:00,Injured
79114,11/12/2024,12:15:00,Injured
79115,11/12/2024,21:25:00,No injuries
79116,11/12/2024,08:19:00,No injuries
79117,11/12/2024,08:30:00,Injured
79118,11/12/2024,07:45:00,Injured
79119,11/12/2024,14:30:00,Injured
79120,11/12/2024,11:30:00,No injuries
79121,11/12/2024,07:55:00,No injuries
79122,11/12/2024,22:30:00,Injured
79123,11/12/2024,07:10:00,Injured
79124,11/12/2024,13:00:00,Injured
79125,11/12/2024,13:20:00,No injuries
79126,11/12/2024,12:50:00,No injuries
79127,11/12/2024,18:35:00,Injured
79128,11/12/2024,07:30:00,Injured
79129,11/12/2024,11:15:00,No injuries
79130,11/12/2024,11:15:00,No injuries
79131,11/12/2024,12:10:00,No injuries
79132,11/12/2024,08:28:00,Injured
79133,11/12/2024,17:55:00,No injuries
79134,11/12/2024,21:21:00,No injuries
79135,11/12/2024,01:42:00,Injured
79136,11/12/2024,04:29:00,No injuries
79137,11/12/2024,08:34:00,No injuries
79138,11/12/2024,11:30:00,No injuries
79139,11/12/2024,07:30:00,No injuries
79140,11/12/2024,09:50:00,No injuries
79141,11/12/2024,09:18:00,Injured
79142,11/12/2024,17:21:00,Injured
79143,11/12/2024,10:38:00,Injured
79144,11/12/2024,17:36:00,No injuries
79145,11/12/2024,16:10:00,No injuries
79146,11/12/2024,20:10:00,No injuries
79147,11/12/2024,18:20:00,Injured
79148,11/12/2024,01:49:00,Injured
79149,11/12/2024,22:40:00,Injured
79150,11/12/2024,06:30:00,Injured
79151,11/12/2024,18:00:00,No injuries
79152,11/12/2024,15:24:00,Injured
79153,11/12/2024,12:52:00,Deadly
79154,11/12/2024,23:50:00,No injuries
79155,11/12/2024,11:21:00,No injuries
79156,11/12/2024,08:38:00,Injured
79157,11/12/2024,09:20:00,No injuries
79158,11/12/2024,22:04:00,Injured
79159,11/12/2024,14:13:00,No injuries
79160,11/12/2024,22:00:00,No injuries
79161,11/12/2024,09:43:00,No injuries
79162,11/12/2024,08:40:00,Injured
79163,11/12/2024,06:10:00,Injured
79164,11/12/2024,19:16:00,No injuries
79165,11/12/2024,15:46:00,No injuries
79166,11/12/2024,17:42:00,No injuries
79167,11/12/2024,09:25:00,Injured
79168,11/12/2024,10:28:00,No injuries
79169,11/12/2024,11:11:00,Injured
79170,11/12/2024,17:20:00,No injuries
79171,11/12/2024,14:15:00,No injuries
79172,11/12/2024,19:35:00,No injuries
79173,11/12/2024,09:55:00,No injuries
79174,11/12/2024,09:30:00,Injured
79175,11/12/2024,10:40:00,Injured
79176,11/12/2024,16:00:00,No injuries
79177,11/12/2024,06:30:00,Injured
79178,11/12/2024,06:26:00,No injuries
79179,11/12/2024,13:45:00,No injuries
79180,11/12/2024,18:10:00,Injured
79181,11/12/2024,07:15:00,No injuries
79182,11/12/2024,19:15:00,Injured
79183,11/12/2024,09:58:00,Injured
79184,11/12/2024,21:55:00,Injured
79185,11/12/2024,15:30:00,No injuries
79186,11/12/2024,09:08:00,Injured
79187,11/12/2024,16:25:00,Injured
79188,11/12/2024,13:28:00,No injuries
79189,11/12/2024,12:35:00,Injured
79190,11/12/2024,19:10:00,No injuries
79191,11/12/2024,08:15:00,No injuries
79192,11/12/2024,08:00:00,Injured
79193,11/12/2024,08:50:00,No injuries
79194,11/12/2024,17:00:00,No injuries
79195,11/12/2024,00:00:00,Injured
79196,11/12/2024,14:00:00,Injured
79197,11/12/2024,20:55:00,Injured
79198,11/12/2024,12:53:00,No injuries
79199,11/12/2024,15:54:00,No injuries
79200,11/12/2024,17:50:00,Injured
79201,11/12/2024,00:00:00,Injured
79202,11/12/2024,09:19:00,No injuries
79203,11/12/2024,11:30:00,Injured
79204,11/12/2024,17:30:00,No injuries
79205,11/12/2024,12:30:00,No injuries
79206,11/12/2024,18:20:00,Injured
79207,11/12/2024,13:34:00,No injuries
79208,11/12/2024,19:32:00,Injured
79209,11/12/2024,21:30:00,Injured
79210,11/12/2024,14:20:00,Injured
79211,11/12/2024,10:00:00,No injuries
79212,11/12/2024,09:57:00,Injured
79213,11/12/2024,15:40:00,Injured
79214,11/12/2024,15:00:00,No injuries
79215,11/12/2024,10:50:00,Injured
79216,11/12/2024,16:06:00,No injuries
79217,11/12/2024,10:48:00,No injuries
79218,11/12/2024,11:12:00,No injuries
79219,11/12/2024,20:34:00,No injuries
79220,11/12/2024,20:00:00,No injuries
79221,11/12/2024,13:52:00,Injured
79222,11/12/2024,23:10:00,Injured
79223,11/12/2024,07:00:00,No injuries
79224,11/13/2024,14:15:00,Injured
79225,11/13/2024,12:30:00,No injuries
79226,11/13/2024,13:30:00,No injuries
79227,11/13/2024,16:59:00,Injured
79228,11/13/2024,10:46:00,No injuries
79229,11/13/2024,02:40:00,No injuries
79230,11/13/2024,20:36:00,Injured
79231,11/13/2024,08:20:00,Injured
79232,11/13/2024,05:35:00,Injured
79233,11/13/2024,00:05:00,No injuries
79234,11/13/2024,15:21:00,No injuries
79235,11/13/2024,14:00:00,No injuries
79236,11/13/2024,00:24:00,No injuries
79237,11/13/2024,10:13:00,Injured
79238,11/13/2024,13:41:00,Injured
79239,11/13/2024,13:55:00,Injured
79240,11/13/2024,19:30:00,Injured
79241,11/13/2024,15:43:00,Injured
79242,11/13/2024,13:00:00,Injured
79243,11/13/2024,15:15:00,No injuries
79244,11/13/2024,05:55:00,Injured
79245,11/13/2024,08:40:00,No injuries
79246,11/13/2024,11:00:00,No injuries
79247,11/13/2024,17:10:00,Injured
79248,11/13/2024,22:54:00,Injured
79249,11/13/2024,14:36:00,No injuries
79250,11/13/2024,08:59:00,Injured
79251,11/13/2024,21:36:00,No injuries
79252,11/13/2024,19:00:00,No injuries
79253,11/13/2024,07:40:00,Injured
79254,11/13/2024,04:15:00,Injured
79255,11/13/2024,18:15:00,No injuries
79256,11/13/2024,12:28:00,Injured
79257,11/13/2024,14:30:00,No injuries
79258,11/13/2024,17:30:00,Injured
79259,11/13/2024,17:20:00,No injuries
79260,11/13/2024,17:20:00,Injured
79261,11/13/2024,07:30:00,No injuries
79262,11/13/2024,14:50:00,Injured
79263,11/13/2024,21:39:00,Injured
79264,11/13/2024,08:54:00,Injured
79265,11/13/2024,15:04:00,Injured
79266,11/13/2024,07:05:00,Injured
79267,11/13/2024,23:56:00,No injuries
79268,11/13/2024,00:15:00,No injuries
79269,11/13/2024,08:10:00,No injuries
79270,11/13/2024,00:00:00,Injured
79271,11/13/2024,06:35:00,Injured
79272,11/13/2024,01:25:00,No injuries
79273,11/13/2024,18:00:00,No injuries
79274,11/13/2024,14:35:00,Injured
79275,11/13/2024,08:10:00,Injured
79276,11/13/2024,22:35:00,No injuries
79277,11/13/2024,11:44:00,Injured
79278,11/13/2024,12:15:00,No injuries
79279,11/13/2024,07:57:00,Injured
79280,11/13/2024,14:15:00,Injured
79281,11/13/2024,11:50:00,No injuries
79282,11/13/2024,22:01:00,Injured
79283,11/13/2024,13:05:00,Injured
79284,11/13/2024,17:32:00,No injuries
79285,11/13/2024,18:00:00,Injured
79286,11/13/2024,18:30:00,Injured
79287,11/13/2024,16:21:00,No injuries
79288,11/13/2024,16:45:00,No injuries
